date,label,t_value,horizon,future_ret
2022-07-31 02:00:00,-1,-8.778864588789673,35.0,-0.03153030258513223
2022-07-31 03:00:00,-1,-8.562307458228393,34.0,-0.029844470700028936
2022-07-31 04:00:00,-1,-8.457887105991894,33.0,-0.028766379451864554
2022-07-31 05:00:00,-1,-8.592840794491282,36.0,-0.028137492021902077
2022-07-31 06:00:00,-1,-8.911953911454077,36.0,-0.032452470520757726
2022-07-31 07:00:00,-1,-9.52240793588583,36.0,-0.03174355689652264
2022-07-31 08:00:00,-1,-10.081104114873082,36.0,-0.03314218249283185
2022-07-31 09:00:00,-1,-10.439840166352454,36.0,-0.024674434544208368
2022-07-31 10:00:00,-1,-11.34861826480969,36.0,-0.032826750282371475
2022-07-31 11:00:00,-1,-11.174370876818628,35.0,-0.035014759433843246
2022-07-31 12:00:00,-1,-10.751959337245305,34.0,-0.03462505994497678
2022-07-31 13:00:00,-1,-10.309546984962456,33.0,-0.03521354729403059
2022-07-31 14:00:00,-1,-9.780358114186757,32.0,-0.031373459395576564
2022-07-31 15:00:00,-1,-9.485811616194068,31.0,-0.03292864336854873
2022-07-31 16:00:00,-1,-9.022447206987131,30.0,-0.0347955921938089
2022-07-31 17:00:00,-1,-8.433298738992903,36.0,-0.03674699809697024
2022-07-31 18:00:00,-1,-8.73406092768048,6.0,-0.030742442482889598
2022-07-31 19:00:00,-1,-8.311971631987612,36.0,-0.04473504538428996
2022-07-31 20:00:00,-1,-8.207971750687149,36.0,-0.04189392573711592
2022-07-31 21:00:00,-1,-8.23421647184572,36.0,-0.04023368004004013
2022-07-31 22:00:00,-1,-8.353195510479265,36.0,-0.033292509716871144
2022-07-31 23:00:00,-1,-8.127886579787825,36.0,-0.018472103004291918
2022-08-01 00:00:00,-1,-8.356614475280553,36.0,-0.017118003773439083
2022-08-01 01:00:00,-1,-8.858787773512512,36.0,-0.023898223798023532
2022-08-01 02:00:00,-1,-9.124602079183171,36.0,-0.030269000853970995
2022-08-01 03:00:00,-1,-8.581119286940382,35.0,-0.028709627754208378
2022-08-01 04:00:00,-1,-8.089990687500292,34.0,-0.027182736007059227
2022-08-01 05:00:00,-1,-7.657278840218373,33.0,-0.02811941013856445
2022-08-01 06:00:00,-1,-7.15034638542446,32.0,-0.02628182866648665
2022-08-01 07:00:00,-1,-6.71009530958642,31.0,-0.02149082934437474
2022-08-01 08:00:00,-1,-6.570395122817691,30.0,-0.026148218979542115
