,importance
ma_gap_8_24,0.24643298565047442
vol_12,0.2095741636892814
autocorr_24_lag1,0.17352785065832751
rsi_14,0.1430270445583719
ret_6,0.11505448197502555
ret_1,0.043234876692785
ret_lag1,0.03441708538765838
regime_prob_high_vol,0.01877113059517261
regime_state_high_vol,0.015895340442222752
ma_cross_8_24,6.504035068042376e-05
vol_spike,0.0
