,importance
ma_gap_8_24,0.018756306870726804
ret_6,0.0052774662102747835
ret_1,0.0028674742286275536
regime_prob_high_vol,0.0023028200274073374
ret_lag1,0.0021895344421435925
rsi_14,0.0018313636400772216
regime_state_high_vol,0.0010739979979605186
vol_12,0.0003096838629845
ma_cross_8_24,0.0
vol_spike,0.0
autocorr_24_lag1,-0.0019901794156727435
